window,event_count,overlapping_event_count,spy_pct_mean,qqq_pct_mean,tlt_pct_mean,usdjpy_pct_mean,dgs2_bp_mean,dgs10_bp_mean,yield_curve_10y2y_bp_mean,spy_pct_median,qqq_pct_median,tlt_pct_median,usdjpy_pct_median,dgs2_bp_median,dgs10_bp_median,yield_curve_10y2y_bp_median
5d_before_to_5d_after,28,1,1.2194439053164372,1.676818593993618,-0.8314441137623277,0.3535449461611619,6.499999999999999,6.321428571428579,-0.1785714285714202,1.6173207987025457,1.775648343143196,-0.48422123236521114,0.7446038483179865,8.499999999999996,7.500000000000018,-1.9999999999999796
event_close_to_5d_after,28,1,0.41250327289905525,0.4348574009975396,-0.18793816775083477,0.056288373691829395,2.3214285714285725,1.96428571428572,-0.3571428571428526,0.6665399513790964,0.4904437248782039,-0.19552484679955612,0.10862981086854834,1.000000000000023,-0.49999999999998934,-1.4999999999999902
event_close_to_next_close,28,1,0.32657690412533974,0.41330916809898194,0.1973968782223772,-0.06002003593611509,-0.642857142857145,-0.6428571428571433,2.3156080227896123e-15,0.33775399497793634,0.3376097660556171,0.23360158187684266,0.026001880457791872,-2.499999999999991,-0.9999999999999787,6.661338147750939e-14
prev_close_to_event_close,28,1,-0.0033722240031401024,0.14724226863820983,-0.29712278889021065,0.04140422331016558,0.24999999999999784,1.1785714285714288,0.9285714285714299,0.0022492459782864037,0.1178658917357088,-0.33742304454997657,0.11740204345675116,0.0,1.9999999999999574,-2.7755575615628914e-15
